id_direccion,id_master,pais,direccion_completa,componente_via,componente_localidad,componente_region
ADR_LARATO_27071967F_012023_01,LARATO_27071967F_012023,mexico,"Calle Salud 7089, Guadalajara, Jalisco",Calle Salud 7089,Guadalajara,Jalisco
ADR_LXGARO_10061941F_042020_01,LXGARO_10061941F_042020,mexico,"Boulevard Norte 4060, Queretaro, Puebla",Boulevard Norte 4060,Queretaro,Puebla
ADR_CAFLRA_29111993M_042023_01,CAFLRA_29111993M_042023,mexico,"Boulevard Reforma 1052, Puebla, Jalisco",Boulevard Reforma 1052,Puebla,Jalisco
ADR_JUHECA_15051938M_052023_01,JUHECA_15051938M_052023,mexico,"Avenida Salud 3731, Ciudad de Mexico, Puebla",Avenida Salud 3731,Ciudad de Mexico,Puebla
ADR_LUPEFL_11061971F_082022_01,LUPEFL_11061971F_082022,mexico,"Boulevard Independencia 6798, Monterrey, Nuevo Leon",Boulevard Independencia 6798,Monterrey,Nuevo Leon
ADR_DAHEVA_06051981F_092023_01,DAHEVA_06051981F_092023,mexico,"Privada Central 3736, Queretaro, Jalisco",Privada Central 3736,Queretaro,Jalisco
ADR_MIMAMA_08111953M_092020_01,MIMAMA_08111953M_092020,mexico,"Privada Norte 1344, Monterrey, Jalisco",Privada Norte 1344,Monterrey,Jalisco
ADR_DAMACR_29091997F_032021_01,DAMACR_29091997F_032021,mexico,"Avenida Reforma 1479, Ciudad de Mexico, Nuevo Leon",Avenida Reforma 1479,Ciudad de Mexico,Nuevo Leon
ADR_LAVACR_06101966F_022020_01,LAVACR_06101966F_022020,mexico,"Boulevard Independencia 3119, Guadalajara, CDMX",Boulevard Independencia 3119,Guadalajara,CDMX
ADR_MAPECA_03071993M_112020_01,MAPECA_03071993M_112020,mexico,"Boulevard Norte 5935, Puebla, CDMX",Boulevard Norte 5935,Puebla,CDMX
ADR_MIRAPE_13121945M_112022_01,MIRAPE_13121945M_112022,mexico,"Privada Reforma 2592, Ciudad de Mexico, CDMX",Privada Reforma 2592,Ciudad de Mexico,CDMX
ADR_MASASA_21081971M_092023_01,MASASA_21081971M_092023,mexico,"Calle Central 3105, Monterrey, Puebla",Calle Central 3105,Monterrey,Puebla
ADR_DATOMA_09071983F_092021_01,DATOMA_09071983F_092021,mexico,"Privada Independencia 1967, Puebla, Puebla",Privada Independencia 1967,Puebla,Puebla
ADR_JOROCR_23042009M_042022_01,JOROCR_23042009M_042022,mexico,"Calle Central 9742, Ciudad de Mexico, Puebla",Calle Central 9742,Ciudad de Mexico,Puebla
ADR_VAVAMA_07031999F_032022_01,VAVAMA_07031999F_032022,mexico,"Privada Sur 5287, Queretaro, Nuevo Leon",Privada Sur 5287,Queretaro,Nuevo Leon
ADR_JOPEVA_16042021M_092023_01,JOPEVA_16042021M_092023,mexico,"Avenida Sur 8261, Puebla, Puebla",Avenida Sur 8261,Puebla,Puebla
ADR_VALOPE_08121995F_092022_01,VALOPE_08121995F_092022,mexico,"Calle Central 618, Monterrey, Jalisco",Calle Central 618,Monterrey,Jalisco
ADR_DACACR_02021941F_122022_01,DACACR_02021941F_122022,mexico,"Calle Salud 3669, Monterrey, Puebla",Calle Salud 3669,Monterrey,Puebla
ADR_ANFLCA_14051942F_052020_01,ANFLCA_14051942F_052020,mexico,"Boulevard Central 7446, Monterrey, Nuevo Leon",Boulevard Central 7446,Monterrey,Nuevo Leon
ADR_LUSAPE_15051958M_062023_01,LUSAPE_15051958M_062023,mexico,"Avenida Norte 6959, Puebla, CDMX",Avenida Norte 6959,Puebla,CDMX
ADR_EDGOVA_14011961M_092023_01,EDGOVA_14011961M_092023,mexico,"Avenida Independencia 1306, Puebla, CDMX",Avenida Independencia 1306,Puebla,CDMX
ADR_PAMARA_09071964F_022020_01,PAMARA_09071964F_022020,mexico,"Avenida Sur 6607, Puebla, Queretaro",Avenida Sur 6607,Puebla,Queretaro
ADR_DACRCR_17061980M_072022_01,DACRCR_17061980M_072022,mexico,"Calle Central 7027, Guadalajara, Nuevo Leon",Calle Central 7027,Guadalajara,Nuevo Leon
ADR_SOCRTO_09061976F_042022_01,SOCRTO_09061976F_042022,mexico,"Avenida Reforma 5486, Guadalajara, Queretaro",Avenida Reforma 5486,Guadalajara,Queretaro
ADR_ELROVA_10121961F_102020_01,ELROVA_10121961F_102020,mexico,"Calle Reforma 8355, Puebla, Nuevo Leon",Calle Reforma 8355,Puebla,Nuevo Leon
ADR_JORARA_21091995M_052022_01,JORARA_21091995M_052022,mexico,"Calle Independencia 9397, Monterrey, CDMX",Calle Independencia 9397,Monterrey,CDMX
ADR_JOCAGA_01012008M_102020_01,JOCAGA_01012008M_102020,mexico,"Avenida Reforma 113, Puebla, Puebla",Avenida Reforma 113,Puebla,Puebla
ADR_ANCALO_12061992F_122021_01,ANCALO_12061992F_122021,mexico,"Calle Salud 132, Queretaro, Puebla",Calle Salud 132,Queretaro,Puebla
ADR_ALGOCA_09101962M_012023_01,ALGOCA_09101962M_012023,mexico,"Privada Salud 7993, Queretaro, Jalisco",Privada Salud 7993,Queretaro,Jalisco
ADR_ELCRCA_19041994F_112022_01,ELCRCA_19041994F_112022,mexico,"Privada Central 1059, Puebla, CDMX",Privada Central 1059,Puebla,CDMX
ADR_MIMALO_02071964M_012023_01,MIMALO_02071964M_012023,mexico,"Privada Sur 1030, Queretaro, CDMX",Privada Sur 1030,Queretaro,CDMX
ADR_ALRASA_11032001M_122022_01,ALRASA_11032001M_122022,mexico,"Privada Reforma 5111, Puebla, Queretaro",Privada Reforma 5111,Puebla,Queretaro
ADR_JUROSA_26041958M_022021_01,JUROSA_26041958M_022021,mexico,"Avenida Salud 3517, Guadalajara, CDMX",Avenida Salud 3517,Guadalajara,CDMX
ADR_VAFLVA_30031995F_012023_01,VAFLVA_30031995F_012023,mexico,"Privada Reforma 650, Queretaro, Jalisco",Privada Reforma 650,Queretaro,Jalisco
ADR_FEGAXX_17061957M_072023_01,FEGAXX_17061957M_072023,mexico,"Boulevard Central 6261, Puebla, Puebla",Boulevard Central 6261,Puebla,Puebla
ADR_JOCRVA_12031981M_052023_01,JOCRVA_12031981M_052023,mexico,"Boulevard Central 1614, Guadalajara, Queretaro",Boulevard Central 1614,Guadalajara,Queretaro
ADR_JOLOXX_08082003M_092023_01,JOLOXX_08082003M_092023,mexico,"Privada Central 5645, Puebla, Queretaro",Privada Central 5645,Puebla,Queretaro
ADR_CACAGO_27011965M_062021_01,CACAGO_27011965M_062021,mexico,"Avenida Reforma 9314, Guadalajara, Puebla",Avenida Reforma 9314,Guadalajara,Puebla
ADR_GACRMA_05102020F_092022_01,GACRMA_05102020F_092022,mexico,"Avenida Salud 3472, Monterrey, Jalisco",Avenida Salud 3472,Monterrey,Jalisco
ADR_FEGORO_07091968M_042021_01,FEGORO_07091968M_042021,mexico,"Privada Norte 9093, Queretaro, Puebla",Privada Norte 9093,Queretaro,Puebla
ADR_EDSAMA_01031943M_072021_01,EDSAMA_01031943M_072021,mexico,"Boulevard Salud 9158, Monterrey, Queretaro",Boulevard Salud 9158,Monterrey,Queretaro
ADR_JOTORO_16032000M_082023_01,JOTORO_16032000M_082023,mexico,"Avenida Norte 9803, Guadalajara, Jalisco",Avenida Norte 9803,Guadalajara,Jalisco
ADR_SOPERA_04102006F_062023_01,SOPERA_04102006F_062023,mexico,"Avenida Norte 9995, Monterrey, CDMX",Avenida Norte 9995,Monterrey,CDMX
ADR_DATOVA_25021961F_012023_01,DATOVA_25021961F_012023,mexico,"Calle Salud 715, Ciudad de Mexico, CDMX",Calle Salud 715,Ciudad de Mexico,CDMX
ADR_PAVATO_27072001F_012021_01,PAVATO_27072001F_012021,mexico,"Privada Central 1558, Ciudad de Mexico, Puebla",Privada Central 1558,Ciudad de Mexico,Puebla
ADR_FEGAPE_28111998F_102022_01,FEGAPE_28111998F_102022,mexico,"Avenida Norte 3716, Monterrey, Nuevo Leon",Avenida Norte 3716,Monterrey,Nuevo Leon
ADR_JOFLRO_27071936M_082020_01,JOFLRO_27071936M_082020,mexico,"Avenida Independencia 6734, Puebla, CDMX",Avenida Independencia 6734,Puebla,CDMX
ADR_ANRAMA_28012013F_062021_01,ANRAMA_28012013F_062021,mexico,"Calle Central 2096, Monterrey, Puebla",Calle Central 2096,Monterrey,Puebla
ADR_FELOCR_16111962F_082022_01,FELOCR_16111962F_082022,mexico,"Calle Salud 7119, Monterrey, CDMX",Calle Salud 7119,Monterrey,CDMX
ADR_CACRFL_13041964F_042022_01,CACRFL_13041964F_042022,mexico,"Avenida Norte 2670, Puebla, Nuevo Leon",Avenida Norte 2670,Puebla,Nuevo Leon
ADR_MIGARO_02021996M_052023_01,MIGARO_02021996M_052023,mexico,"Privada Sur 1524, Guadalajara, Queretaro",Privada Sur 1524,Guadalajara,Queretaro
ADR_LAPELO_11031963F_032022_01,LAPELO_11031963F_032022,mexico,"Boulevard Independencia 7041, Guadalajara, Puebla",Boulevard Independencia 7041,Guadalajara,Puebla
ADR_LUPECR_23121957M_052021_01,LUPECR_23121957M_052021,mexico,"Avenida Sur 5885, Queretaro, Nuevo Leon",Avenida Sur 5885,Queretaro,Nuevo Leon
ADR_ELGAFL_20102021F_042022_01,ELGAFL_20102021F_042022,mexico,"Boulevard Reforma 8026, Ciudad de Mexico, Puebla",Boulevard Reforma 8026,Ciudad de Mexico,Puebla
ADR_JUPEGA_15041944M_062020_01,JUPEGA_15041944M_062020,mexico,"Privada Sur 9809, Queretaro, Puebla",Privada Sur 9809,Queretaro,Puebla
ADR_LUGAGA_23021991M_012023_01,LUGAGA_23021991M_012023,mexico,"Calle Central 8639, Monterrey, Queretaro",Calle Central 8639,Monterrey,Queretaro
ADR_MAPEHE_21041972M_122022_01,MAPEHE_21041972M_122022,mexico,"Privada Salud 2121, Guadalajara, Jalisco",Privada Salud 2121,Guadalajara,Jalisco
ADR_DXROTO_11021990M_032023_01,DXROTO_11021990M_032023,mexico,"Calle Norte 665, Puebla, Nuevo Leon",Calle Norte 665,Puebla,Nuevo Leon
ADR_MIROHE_24021973M_032023_01,MIROHE_24021973M_032023,mexico,"Calle Reforma 8365, Ciudad de Mexico, Queretaro",Calle Reforma 8365,Ciudad de Mexico,Queretaro
ADR_EDTOPE_16061999M_022020_01,EDTOPE_16061999M_022020,mexico,"Privada Central 6938, Guadalajara, Puebla",Privada Central 6938,Guadalajara,Puebla
ADR_GAROCA_11082009F_022023_01,GAROCA_11082009F_022023,mexico,"Avenida Norte 8741, Guadalajara, Puebla",Avenida Norte 8741,Guadalajara,Puebla
ADR_RICRRA_30081973M_072023_01,RICRRA_30081973M_072023,mexico,"Calle Independencia 6015, Monterrey, Queretaro",Calle Independencia 6015,Monterrey,Queretaro
ADR_ALFLGA_28041941M_042021_01,ALFLGA_28041941M_042021,mexico,"Calle Norte 3971, Puebla, Puebla",Calle Norte 3971,Puebla,Puebla
ADR_SOLOCA_21072000F_122020_01,SOLOCA_21072000F_122020,mexico,"Boulevard Norte 729, Puebla, Puebla",Boulevard Norte 729,Puebla,Puebla
ADR_ALROTO_11071985M_102021_01,ALROTO_11071985M_102021,mexico,"Boulevard Sur 8555, Guadalajara, Jalisco",Boulevard Sur 8555,Guadalajara,Jalisco
ADR_PAPETO_06011967F_072023_01,PAPETO_06011967F_072023,mexico,"Boulevard Reforma 9590, Puebla, Jalisco",Boulevard Reforma 9590,Puebla,Jalisco
ADR_SOVAFL_18072019F_092023_01,SOVAFL_18072019F_092023,mexico,"Boulevard Independencia 5908, Guadalajara, Nuevo Leon",Boulevard Independencia 5908,Guadalajara,Nuevo Leon
ADR_EDTOVA_17071984M_052023_01,EDTOVA_17071984M_052023,mexico,"Boulevard Central 6873, Ciudad de Mexico, Puebla",Boulevard Central 6873,Ciudad de Mexico,Puebla
ADR_MIMAXX_12121993M_102020_01,MIMAXX_12121993M_102020,mexico,"Privada Central 6989, Queretaro, Puebla",Privada Central 6989,Queretaro,Puebla
ADR_GAMAGO_02081937F_122023_01,GAMAGO_02081937F_122023,mexico,"Calle Sur 662, Puebla, CDMX",Calle Sur 662,Puebla,CDMX
ADR_FETOLO_05061966M_032023_01,FETOLO_05061966M_032023,mexico,"Avenida Central 3460, Monterrey, Puebla",Avenida Central 3460,Monterrey,Puebla
ADR_JOGORA_19061973M_052023_01,JOGORA_19061973M_052023,mexico,"Privada Central 3691, Queretaro, Puebla",Privada Central 3691,Queretaro,Puebla
ADR_RIGASA_25051953M_102021_01,RIGASA_25051953M_102021,mexico,"Boulevard Salud 3898, Guadalajara, Puebla",Boulevard Salud 3898,Guadalajara,Puebla
ADR_EDTOHE_12081935M_102023_01,EDTOHE_12081935M_102023,mexico,"Calle Salud 6306, Puebla, Nuevo Leon",Calle Salud 6306,Puebla,Nuevo Leon
ADR_ANVALO_23091976F_082021_01,ANVALO_23091976F_082021,mexico,"Avenida Salud 2091, Guadalajara, Nuevo Leon",Avenida Salud 2091,Guadalajara,Nuevo Leon
ADR_JOCRTO_10092015M_032022_01,JOCRTO_10092015M_032022,mexico,"Avenida Reforma 4136, Monterrey, Jalisco",Avenida Reforma 4136,Monterrey,Jalisco
ADR_EDRAPE_04081954M_092021_01,EDRAPE_04081954M_092021,mexico,"Calle Independencia 2613, Ciudad de Mexico, CDMX",Calle Independencia 2613,Ciudad de Mexico,CDMX
ADR_VAHERO_15031950F_032022_01,VAHERO_15031950F_032022,mexico,"Privada Central 3773, Monterrey, Jalisco",Privada Central 3773,Monterrey,Jalisco
ADR_LAROMA_18051985F_022020_01,LAROMA_18051985F_022020,mexico,"Boulevard Sur 7361, Puebla, CDMX",Boulevard Sur 7361,Puebla,CDMX
ADR_MASAFL_15101986F_112022_01,MASAFL_15101986F_112022,mexico,"Privada Central 5795, Puebla, Queretaro",Privada Central 5795,Puebla,Queretaro
ADR_DAMAGO_21041968M_062023_01,DAMAGO_21041968M_062023,mexico,"Privada Central 1951, Ciudad de Mexico, Nuevo Leon",Privada Central 1951,Ciudad de Mexico,Nuevo Leon
ADR_PAPEMA_12061987F_122022_01,PAPEMA_12061987F_122022,mexico,"Boulevard Sur 4196, Puebla, Queretaro",Boulevard Sur 4196,Puebla,Queretaro
ADR_CAGOMA_14101990F_082023_01,CAGOMA_14101990F_082023,mexico,"Calle Sur 343, Guadalajara, Queretaro",Calle Sur 343,Guadalajara,Queretaro
ADR_VACAFL_10121968F_052023_01,VACAFL_10121968F_052023,mexico,"Avenida Reforma 5568, Queretaro, Queretaro",Avenida Reforma 5568,Queretaro,Queretaro
ADR_LAPEGA_14121975F_042021_01,LAPEGA_14121975F_042021,mexico,"Calle Norte 6853, Ciudad de Mexico, Jalisco",Calle Norte 6853,Ciudad de Mexico,Jalisco
ADR_ALPEGA_04011985M_102021_01,ALPEGA_04011985M_102021,mexico,"Avenida Independencia 1355, Guadalajara, CDMX",Avenida Independencia 1355,Guadalajara,CDMX
ADR_PATOVA_18062013F_052023_01,PATOVA_18062013F_052023,mexico,"Calle Sur 2631, Guadalajara, Puebla",Calle Sur 2631,Guadalajara,Puebla
ADR_JUSARO_31081987M_092022_01,JUSARO_31081987M_092022,mexico,"Avenida Salud 127, Puebla, Jalisco",Avenida Salud 127,Puebla,Jalisco
ADR_LALORA_22021989F_042022_01,LALORA_22021989F_042022,mexico,"Privada Central 8669, Puebla, Queretaro",Privada Central 8669,Puebla,Queretaro
ADR_CXRALO_12101967F_122022_01,CXRALO_12101967F_122022,mexico,"Privada Reforma 468, Queretaro, Jalisco",Privada Reforma 468,Queretaro,Jalisco
ADR_MIROVA_23011936M_012023_01,MIROVA_23011936M_012023,mexico,"Avenida Independencia 9624, Ciudad de Mexico, Queretaro",Avenida Independencia 9624,Ciudad de Mexico,Queretaro
ADR_CAFLGO_19021980F_102023_01,CAFLGO_19021980F_102023,mexico,"Privada Reforma 6629, Guadalajara, Puebla",Privada Reforma 6629,Guadalajara,Puebla
ADR_MAMAXX_06091955F_062023_01,MAMAXX_06091955F_062023,mexico,"Privada Sur 5763, Guadalajara, Jalisco",Privada Sur 5763,Guadalajara,Jalisco
ADR_CACRRA_19101964F_011900_01,CACRRA_19101964F_011900,mexico,"Boulevard Salud 7416, Puebla, Puebla",Boulevard Salud 7416,Puebla,Puebla
ADR_LUCRHE_06011991M_052023_01,LUCRHE_06011991M_052023,mexico,"Privada Norte 9095, Puebla, Nuevo Leon",Privada Norte 9095,Puebla,Nuevo Leon
ADR_DAROFL_26041938M_032023_01,DAROFL_26041938M_032023,mexico,"Avenida Sur 2457, Guadalajara, Jalisco",Avenida Sur 2457,Guadalajara,Jalisco
ADR_GAGOLO_23101961F_052022_01,GAGOLO_23101961F_052022,mexico,"Avenida Sur 3191, Puebla, CDMX",Avenida Sur 3191,Puebla,CDMX
ADR_ALMASA_13051942M_052023_01,ALMASA_13051942M_052023,mexico,"Calle Salud 2120, Queretaro, Queretaro",Calle Salud 2120,Queretaro,Queretaro
ADR_ALGATO_01081950M_062020_01,ALGATO_01081950M_062020,mexico,"Avenida Central 879, Guadalajara, Queretaro",Avenida Central 879,Guadalajara,Queretaro
ADR_FERAPE_19051972F_052022_01,FERAPE_19051972F_052022,mexico,"Calle Sur 6229, Puebla, CDMX",Calle Sur 6229,Puebla,CDMX
ADR_CAPETO_30091967M_032020_01,CAPETO_30091967M_032020,mexico,"Boulevard Reforma 9342, Monterrey, Jalisco",Boulevard Reforma 9342,Monterrey,Jalisco
ADR_CAPETO_27081954F_112022_01,CAPETO_27081954F_112022,mexico,"Calle Reforma 2128, Guadalajara, Puebla",Calle Reforma 2128,Guadalajara,Puebla
ADR_JOFLCR_26011971M_052023_01,JOFLCR_26011971M_052023,mexico,"Avenida Sur 2114, Guadalajara, Nuevo Leon",Avenida Sur 2114,Guadalajara,Nuevo Leon
ADR_LAMAFL_16082007F_072021_01,LAMAFL_16082007F_072021,mexico,"Avenida Independencia 5365, Puebla, Puebla",Avenida Independencia 5365,Puebla,Puebla
ADR_EDFLHE_10071976M_032022_01,EDFLHE_10071976M_032022,mexico,"Calle Salud 1923, Puebla, Jalisco",Calle Salud 1923,Puebla,Jalisco
ADR_ANHEFL_12071985F_062021_01,ANHEFL_12071985F_062021,mexico,"Avenida Norte 8963, Ciudad de Mexico, Nuevo Leon",Avenida Norte 8963,Ciudad de Mexico,Nuevo Leon
ADR_LAPEXX_26101998F_102024_01,LAPEXX_26101998F_102024,mexico,"Boulevard Salud 2388, Guadalajara, Jalisco",Boulevard Salud 2388,Guadalajara,Jalisco
ADR_JOGOLO_25081971M_102024_01,JOGOLO_25081971M_102024,mexico,"Calle Norte 3560, Queretaro, Puebla",Calle Norte 3560,Queretaro,Puebla
ADR_ALGASA_30111959M_032022_01,ALGASA_30111959M_032022,mexico,"Privada Central 916, Guadalajara, Queretaro",Privada Central 916,Guadalajara,Queretaro
ADR_LUCATO_05101971F_012021_01,LUCATO_05101971F_012021,mexico,"Calle Sur 8275, Guadalajara, CDMX",Calle Sur 8275,Guadalajara,CDMX
ADR_MXFLHE_17012007F_092021_01,MXFLHE_17012007F_092021,mexico,"Boulevard Central 9116, Ciudad de Mexico, CDMX",Boulevard Central 9116,Ciudad de Mexico,CDMX
ADR_MAGOLO_07042010M_092024_01,MAGOLO_07042010M_092024,mexico,"Avenida Norte 7065, Queretaro, Nuevo Leon",Avenida Norte 7065,Queretaro,Nuevo Leon
ADR_CAPEGA_04061992M_092020_01,CAPEGA_04061992M_092020,mexico,"Privada Central 9363, Monterrey, CDMX",Privada Central 9363,Monterrey,CDMX
ADR_CACAGO_18121992M_042020_01,CACAGO_18121992M_042020,mexico,"Calle Central 4929, Puebla, Jalisco",Calle Central 4929,Puebla,Jalisco
ADR_DXROPE_11102018M_052021_01,DXROPE_11102018M_052021,mexico,"Boulevard Salud 5490, Guadalajara, CDMX",Boulevard Salud 5490,Guadalajara,CDMX
ADR_ANGASA_09051967F_012023_01,ANGASA_09051967F_012023,mexico,"Boulevard Salud 3970, Queretaro, Puebla",Boulevard Salud 3970,Queretaro,Puebla
ADR_EDHERO_30011976M_082020_01,EDHERO_30011976M_082020,mexico,"Avenida Sur 6917, Ciudad de Mexico, Nuevo Leon",Avenida Sur 6917,Ciudad de Mexico,Nuevo Leon
ADR_LASARO_08021966F_062022_01,LASARO_08021966F_062022,mexico,"Boulevard Central 4197, Monterrey, Puebla",Boulevard Central 4197,Monterrey,Puebla
ADR_VACAFL_25032000F_012021_01,VACAFL_25032000F_012021,mexico,"Privada Sur 7638, Puebla, Puebla",Privada Sur 7638,Puebla,Puebla
ADR_GALOSA_25071978F_062024_01,GALOSA_25071978F_062024,mexico,"Avenida Central 7083, Ciudad de Mexico, CDMX",Avenida Central 7083,Ciudad de Mexico,CDMX
ADR_RILORO_12051983M_032023_01,RILORO_12051983M_032023,mexico,"Privada Sur 6240, Monterrey, Nuevo Leon",Privada Sur 6240,Monterrey,Nuevo Leon
ADR_EDVACA_10021935M_102020_01,EDVACA_10021935M_102020,mexico,"Calle Central 49, Monterrey, CDMX",Calle Central 49,Monterrey,CDMX
ADR_GAFLLO_28031992F_072022_01,GAFLLO_28031992F_072022,mexico,"Calle Independencia 5688, Monterrey, Puebla",Calle Independencia 5688,Monterrey,Puebla
ADR_VALOVA_11042006F_082024_01,VALOVA_11042006F_082024,mexico,"Boulevard Independencia 7125, Monterrey, CDMX",Boulevard Independencia 7125,Monterrey,CDMX
ADR_FEFLMA_26041949M_032024_01,FEFLMA_26041949M_032024,mexico,"Avenida Central 6101, Monterrey, CDMX",Avenida Central 6101,Monterrey,CDMX
ADR_EDROCA_07121994M_052021_01,EDROCA_07121994M_052021,mexico,"Avenida Salud 3712, Puebla, CDMX",Avenida Salud 3712,Puebla,CDMX
ADR_DAGOCR_08061975F_102020_01,DAGOCR_08061975F_102020,mexico,"Calle Norte 3837, Guadalajara, CDMX",Calle Norte 3837,Guadalajara,CDMX
ADR_DAGAFL_08112001F_112021_01,DAGAFL_08112001F_112021,mexico,"Privada Salud 7259, Monterrey, Nuevo Leon",Privada Salud 7259,Monterrey,Nuevo Leon
ADR_LUMARA_22041968M_042023_01,LUMARA_22041968M_042023,mexico,"Boulevard Salud 2133, Guadalajara, Nuevo Leon",Boulevard Salud 2133,Guadalajara,Nuevo Leon
ADR_LUVAMA_13042001M_032023_01,LUVAMA_13042001M_032023,mexico,"Avenida Salud 8329, Monterrey, Jalisco",Avenida Salud 8329,Monterrey,Jalisco
ADR_LACRCA_23091973F_012024_01,LACRCA_23091973F_012024,mexico,"Avenida Central 410, Monterrey, CDMX",Avenida Central 410,Monterrey,CDMX
ADR_VAPECA_05101969F_102021_01,VAPECA_05101969F_102021,mexico,"Calle Independencia 5191, Monterrey, Nuevo Leon",Calle Independencia 5191,Monterrey,Nuevo Leon
ADR_ANSAFL_28021993F_082023_01,ANSAFL_28021993F_082023,mexico,"Privada Norte 5544, Queretaro, Jalisco",Privada Norte 5544,Queretaro,Jalisco
ADR_MATORA_05071969M_072023_01,MATORA_05071969M_072023,mexico,"Calle Salud 4093, Puebla, Jalisco",Calle Salud 4093,Puebla,Jalisco
ADR_CASASA_19071969F_112021_01,CASASA_19071969F_112021,mexico,"Boulevard Norte 8568, Monterrey, Jalisco",Boulevard Norte 8568,Monterrey,Jalisco
ADR_MATORA_28041994F_032020_01,MATORA_28041994F_032020,mexico,"Calle Central 8912, Ciudad de Mexico, Queretaro",Calle Central 8912,Ciudad de Mexico,Queretaro
ADR_DATOGA_01111966F_082023_01,DATOGA_01111966F_082023,mexico,"Avenida Salud 6129, Guadalajara, Jalisco",Avenida Salud 6129,Guadalajara,Jalisco
ADR_VAVAMA_18091997F_012023_01,VAVAMA_18091997F_012023,mexico,"Privada Central 6720, Guadalajara, CDMX",Privada Central 6720,Guadalajara,CDMX
ADR_ELFLVA_09011980F_092023_01,ELFLVA_09011980F_092023,mexico,"Calle Independencia 5563, Puebla, Jalisco",Calle Independencia 5563,Puebla,Jalisco
ADR_PALOHE_27121937F_112021_01,PALOHE_27121937F_112021,mexico,"Calle Reforma 9409, Queretaro, Jalisco",Calle Reforma 9409,Queretaro,Jalisco
ADR_JORAPE_14091998M_072022_01,JORAPE_14091998M_072022,mexico,"Avenida Reforma 1836, Puebla, Jalisco",Avenida Reforma 1836,Puebla,Jalisco
ADR_PAVARA_02091947F_032022_01,PAVARA_02091947F_032022,mexico,"Calle Salud 1408, Guadalajara, Queretaro",Calle Salud 1408,Guadalajara,Queretaro
ADR_EDFLMA_05031961M_032023_01,EDFLMA_05031961M_032023,mexico,"Privada Sur 9214, Queretaro, Queretaro",Privada Sur 9214,Queretaro,Queretaro
ADR_PAFLGA_19121999F_042021_01,PAFLGA_19121999F_042021,mexico,"Avenida Reforma 2163, Puebla, Puebla",Avenida Reforma 2163,Puebla,Puebla
ADR_FEMATO_05011963M_072022_01,FEMATO_05011963M_072022,mexico,"Avenida Sur 3030, Ciudad de Mexico, Nuevo Leon",Avenida Sur 3030,Ciudad de Mexico,Nuevo Leon
ADR_LUGARO_30112019F_082022_01,LUGARO_30112019F_082022,mexico,"Avenida Reforma 2471, Ciudad de Mexico, Queretaro",Avenida Reforma 2471,Ciudad de Mexico,Queretaro
ADR_PARAHE_09041970F_102020_01,PARAHE_09041970F_102020,mexico,"Avenida Independencia 607, Guadalajara, Nuevo Leon",Avenida Independencia 607,Guadalajara,Nuevo Leon
ADR_JUSACR_06071978M_032024_01,JUSACR_06071978M_032024,mexico,"Boulevard Salud 8132, Guadalajara, Jalisco",Boulevard Salud 8132,Guadalajara,Jalisco
ADR_JOMAGO_18061938M_022022_01,JOMAGO_18061938M_022022,mexico,"Boulevard Sur 8905, Puebla, Puebla",Boulevard Sur 8905,Puebla,Puebla
ADR_ALTOHE_02081992M_062025_01,ALTOHE_02081992M_062025,mexico,"Calle Sur 8619, Monterrey, Puebla",Calle Sur 8619,Monterrey,Puebla
ADR_SOTOCA_13062003F_022024_01,SOTOCA_13062003F_022024,mexico,"Avenida Central 4993, Guadalajara, Queretaro",Avenida Central 4993,Guadalajara,Queretaro
ADR_SORARO_30041971F_052024_01,SORARO_30041971F_052024,mexico,"Boulevard Central 9889, Ciudad de Mexico, Nuevo Leon",Boulevard Central 9889,Ciudad de Mexico,Nuevo Leon
ADR_CATOSA_27102019F_012022_01,CATOSA_27102019F_012022,mexico,"Calle Reforma 1939, Queretaro, CDMX",Calle Reforma 1939,Queretaro,CDMX
ADR_PAFLCA_07011946F_032024_01,PAFLCA_07011946F_032024,mexico,"Avenida Reforma 5101, Queretaro, Jalisco",Avenida Reforma 5101,Queretaro,Jalisco
ADR_MARAGO_18031950F_092024_01,MARAGO_18031950F_092024,mexico,"Calle Norte 1131, Puebla, Nuevo Leon",Calle Norte 1131,Puebla,Nuevo Leon
ADR_JOGOLO_09012003M_012020_01,JOGOLO_09012003M_012020,mexico,"Privada Norte 8542, Ciudad de Mexico, Nuevo Leon",Privada Norte 8542,Ciudad de Mexico,Nuevo Leon
ADR_PAPESA_11031957F_052023_01,PAPESA_11031957F_052023,mexico,"Privada Sur 3759, Monterrey, Jalisco",Privada Sur 3759,Monterrey,Jalisco
ADR_EDRAHE_29121983M_052024_01,EDRAHE_29121983M_052024,mexico,"Calle Norte 9094, Ciudad de Mexico, Puebla",Calle Norte 9094,Ciudad de Mexico,Puebla
ADR_ELHECR_25091962F_022022_01,ELHECR_25091962F_022022,mexico,"Privada Sur 7313, Puebla, Jalisco",Privada Sur 7313,Puebla,Jalisco
ADR_PARACA_29041937F_082020_01,PARACA_29041937F_082020,mexico,"Boulevard Reforma 196, Puebla, Jalisco",Boulevard Reforma 196,Puebla,Jalisco
ADR_LAGOGO_31121946F_022022_01,LAGOGO_31121946F_022022,mexico,"Avenida Sur 1826, Queretaro, Puebla",Avenida Sur 1826,Queretaro,Puebla
